date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,sealevelpressure,windspeed
8/3/2017,30,24,1005.82,84,35,35,25,26,19,1009,1003,0,29.88, 
8/4/2017,32,24,1003.81,84,40,36,27,26,23,1006,1001,0.7,29.87, 
8/5/2017,30,25,1002.87,89,48,33,27,27,22,1005,1001,4,29.83, 
8/6/2017,31,24,1002.82,89,30,37,25,26,21,1005,1000,0,29.87, 
8/7/2017,30,24,1004.34,94,47,35,25,26,22,1007,1002,6,29.85, 
8/8/2017,28,25,1005.48,89,47,34,23,26,23,1007,1003,0,29.92, 
8/9/2017,30,25,1006.29,84,40,35,25,26,22,1008,1004,0,29.81, 
8/10/2017,30,25,1006.91,89,49,34,25,26,23,1009,1004,0,29.8, 
8/11/2017,30,25,1007,100,47,34,25,27,23,1009,1004,19,29.87, 
8/12/2017,28,25,1007.33,94,47,34,23,27,22,1009,1005,7,29.82, 
8/13/2017,28,25,1008.5,94,56,33,23,26,22,1012,1006,16,29.76,13.6
8/14/2017,29,25,1009.29,94,52,34,24,26,23,1011,1007,0,29.79,9.7
8/15/2017,29,24,1008.42,94,53,34,24,27,23,1011,1006,6,29.84, 
8/16/2017,30,24,1006.48,94,45,35,24,26,22,1009,1003,19,29.9, 
8/17/2017,28,25,1004.25,100,54,33,24,26,22,1007,1001,0,29.89, 
8/18/2017,28,25,1002.8,100,47,34,22,26,22,1005,1000,4,29.82, 
8/19/2017,29,25,1003.04,94,53,34,24,26,24,1006,1001,0.6,29.86,13.6
8/20/2017,28,24,1003.63,94,52,32,25,25,23,1006,1000,0,29.84,15.6
8/21/2017,30,24,1003.56,94,45,34,25,27,23,1005,1001,15,29.74,17.5
8/22/2017,28,25,1004.2,89,57,32,25,27,23,1006,1002,0,29.8, 
8/23/2017,30,25,1004.93,94,42,35,25,27,23,1007,1003,6,29.82, 
8/24/2017,28,25,1005.07,94,60,32,25,27,23,1007,1002,0.1,29.89, 
8/25/2017,26,25,1004.46,94,62,30,23,26,23,1007,1002,0.2,29.88, 
8/26/2017,30,25,1002.54,100,47,34,26,27,24,1005,999,11,29.79, 
8/27/2017,28,25,1001.69,94,60,32,24,26,23,1004,999,5,29.77, 
8/28/2017,28,24,1001.39,89,59,32,25,26,24,1003,999,0,29.84, 
8/29/2017,29,24,1002.84,79,50,33,25,25,23,1005,1001,0,29.85, 
8/30/2017,30,25,1005.5,94,42,36,25,27,23,1009,1003,11,29.81, 
8/31/2017,28,25,1007.36,94,45,34,23,27,22,1010,1005,0.3,29.81, 
9/1/2017,29,26,1007.76,94,61,33,25,27,22,1011,1005,12,29.81, 
9/2/2017,30,26,1007.47,94,53,34,25,27,24,1009,1005,0.5,29.78,7.8
9/3/2017,30,25,1007.73,94,51,34,25,27,24,1010,1005,0,29.82,3.9
9/4/2017,30,26,1007.77,94,46,36,25,28,24,1010,1005,0,29.77,5.8
9/5/2017,31,27,1007.25,94,52,35,26,28,23,1010,1004,0,29.77,5.8
9/6/2017,28,25,1006.43,94,57,34,23,27,23,1008,1003,0,29.84, 
9/7/2017,28,25,1006.54,100,57,33,23,27,22,1009,1004,0,29.91, 
9/8/2017,29,26,1006.88,94,60,33,25,27,25,1009,1004,0,29.82, 
9/9/2017,30,26,1006.43,94,60,33,26,27,24,1009,1004,0,29.79, 
9/10/2017,29,25,1006.55,89,53,33,25,27,24,1008,1005,0,29.87, 
9/11/2017,30,25,1007.52,94,54,33,26,26,24,1010,1006,0,29.89, 
9/12/2017,29,26,1008.95,94,66,32,26,27,25,1011,1007,9,29.84, 
9/13/2017,30,26,1008.96,94,54,34,25,27,23,1011,1006,0,29.85, 
9/14/2017,29,26,1007.77,94,57,33,25,27,25,1010,1005,0.5,29.91, 
9/15/2017,29,25,1006.89,89,54,33,25,26,23,1010,1004,0,29.92, 
9/16/2017,28,26,1006.32,94,63,31,24,27,23,1009,1004,14,29.9, 
9/17/2017,26,24,1007.52,94,65,30,23,26,22,1009,1006,0.8,29.88, 
9/18/2017,30,24,1007.98,94,45,34,25,26,22,1010,1006,11,29.8, 
9/19/2017,29,24,1006.85,94,44,35,23,25,22,1009,1004,0,29.79, 
9/20/2017,30,23,1006.16,84,41,34,25,27,21,1009,1003,0,29.84, 
9/21/2017,30,23,1006.05,84,40,35,25,26,20,1008,1003,0,29.86, 
9/22/2017,30,24,1007.12,89,49,34,26,26,23,1009,1005,0,29.82, 
9/23/2017,30,25,1008.16,89,47,35,26,26,23,1010,1006,1,29.8, 
9/24/2017,28,26,1007.94,94,62,31,25,27,24,1010,1005,23,29.84, 
9/25/2017,26,24,1006.48,94,65,30,23,25,22,1009,1003,0,29.73, 
9/26/2017,28,25,1006.16,94,59,31,25,26,24,1008,1004,0.1,29.78, 
9/27/2017,28,25,1006.29,89,60,30,25,26,23,1009,1004,0.2,29.81, 
9/28/2017,28,25,1005.78,94,57,32,24,26,22,1008,1003,0.7,29.72, 
9/29/2017,30,25,1005.79,94,49,34,25,27,24,1008,1003,0,29.7, 
9/30/2017,30,26,1007.3,89,59,33,26,27,24,1009,1006,0,29.77, 
10/1/2017,28,26,1007.44,100,63,33,23,27,23,1010,1005,0,29.8, 
10/2/2017,28,25,1006.57,94,49,33,23,26,23,1009,1004,0,29.78, 
10/3/2017,30,25,1006.66,100,51,35,24,27,23,1009,1003,41,29.79, 
10/4/2017,28,25,1006.93,100,50,34,22,27,22,1009,1005,4,29.83, 
10/5/2017,28,25,1005.95,94,57,33,24,27,24,1007,1004,23,29.81, 
10/6/2017,28,25,1005.73,94,49,33,24,26,24,1008,1003,0,29.79, 
10/7/2017,29,26,1006.09,94,59,33,25,27,25,1008,1004,0,29.85, 
10/8/2017,29,26,1006.07,89,47,33,25,27,22,1008,1003,0,29.84, 
10/9/2017,30,26,1005.69,89,56,33,26,27,25,1008,1003,0,29.75, 
10/10/2017,29,25,1005.25,89,56,34,24,27,23,1008,1002,0,29.74, 
10/11/2017,29,26,1005.71,94,53,33,25,27,24,1008,1004,0,29.83, 
10/12/2017,28,26,1006.45,94,66,30,25,27,24,1008,1004,0,29.85, 
10/13/2017,27,26,1005.8,93,74,29,25,26,24,1008,1003,1,29.78, 
10/14/2017,28,26,1005.55,94,68,31,25,27,24,1008,1003,0,29.75,23.3
10/15/2017,28,25,1006.02,89,65,30,25,26,24,1008,1004,0,29.71,13.6
10/16/2017,26,25,1006.69,94,78,27,25,26,24,1009,1005,8,29.84, 
10/17/2017,26,25,1005.78,94,77,28,23,26,24,1008,1004,0.1,29.86, 
10/18/2017,30,25,1005.07,94,42,34,25,27,23,1008,1003,0,29.82,15.6
10/19/2017,30,24,1005.56,94,36,35,24,28,18,1008,1003,0,29.78, 
10/20/2017,30,26,1007.44,94,44,35,26,28,24,1010,1005,0,29.65,19.4
10/21/2017,30,26,1008.44,94,46,35,25,27,24,1011,1006,0,29.73, 
10/22/2017,30,25,1008.77,87,56,34,26,27,23,1011,1007,0,29.73, 
10/23/2017,30,26,1009.44,94,41,35,26,27,22,1011,1007,0,29.67, 
10/24/2017,30,25,1010.92,94,56,34,25,27,23,1013,1009,0,29.71, 
10/25/2017,29,25,1012.36,94,53,33,25,27,23,1014,1010,9,29.8, 
10/26/2017,28,25,1012.82,94,54,32,24,26,23,1015,1011,2,29.83, 
10/27/2017,28,24,1011.87,94,49,32,23,26,21,1014,1010,1,29.79, 
10/28/2017,28,24,1011.52,94,53,32,23,26,21,1014,1009,3,29.76,11.7
10/29/2017,28,24,1011.51,94,51,32,24,26,23,1014,1009,10,29.75,21.4
10/30/2017,24,24,1011.51,100,89,25,23,25,23,1014,1009,165,29.65, 
10/31/2017,24,24,1010.74,100,73,28,21,25,22,1013,1008,0,29.81, 
11/1/2017,23,24,1011.27,100,89,25,21,25,22,1013,1010,24,29.89, 
11/2/2017,26,24,1010.21,100,67,30,22,25,22,1012,1008,130,29.86, 
11/3/2017,25,24,1009.46,100,65,28,22,25,22,1011,1007,0,29.77, 
11/4/2017,25,24,1009.66,100,84,29,21,26,22,1012,1007,20,29.73, 
11/5/2017,26,25,1010.09,100,71,29,23,26,23,1012,1008,0,29.82, 
11/6/2017,25,25,1011,100,82,27,23,26,23,1014,1009,8,29.75, 
11/7/2017,24,24,1011.6,100,89,25,22,25,22,1014,1010,20,29.72, 
11/8/2017,26,24,1011.44,94,51,31,22,26,22,1014,1009,0,29.8, 
11/9/2017,27,24,1010.27,100,54,31,23,25,22,1012,1008,0,29.83, 
11/10/2017,26,24,1009.66,94,70,28,23,25,22,1012,1008,5,29.77, 
11/11/2017,26,23,1009.47,94,55,29,24,25,20,1012,1007,0, ,15.6
11/12/2017,25,21,1007.73,100,60,27,23,24,19,1009,1006,0, ,21.4
11/13/2017,23,23,1006.98,100,83,25,21,24,22,1009,1005,13, ,19.4
11/14/2017,24,24,1006.21,100,80,27,21,25,22,1008,1004,2,29.79, 
11/15/2017,28,25,1006.46,94,52,33,23,26,23,1009,1004,0,29.83, 
11/16/2017,28,25,1007.35,94,50,33,24,26,23,1010,1005,0,29.76, 
11/17/2017,28,26,1008.75,100,63,31,24,27,25,1011,1007,0,29.74, 
11/18/2017,28,26,1009.74,100,61,32,23,27,25,1012,1008,0,29.81, 
11/19/2017,28,26,1011.15,100,52,32,24,27,24,1013,1009,0,29.85, 
11/20/2017,28,26,1011.63,100,58,32,24,27,23,1014,1009,0,29.81, 
11/21/2017,28,25,1011,100,52,32,24,27,23,1013,1009,0,29.65, 
11/22/2017,28,24,1010.47,95,51,32,24,26,23,1012,1008,0,29.74,11.7
11/23/2017,28,23,1010.46,94,36,32,24,25,18,1013,1008,0,29.78,7.8
11/24/2017,26,24,1011.6,94,64,30,23,26,23,1014,1010,0,29.72,17.5
11/25/2017,27,23,1012.5,89,52,30,24,24,21,1015,1011,1,29.81, 
11/26/2017,26,25,1012.69,94,79,28,23,26,22,1015,1010,82,29.89, 
11/27/2017,26,24,1011.68,94,61,30,22,27,22,1014,1010,1,29.87, 
11/28/2017,26,24,1011.72,94,57,30,23,25,22,1014,1010,0,29.79, 
11/29/2017,26,24,1012,100,64,29,23,26,23,1014,1010,15,29.78, 
11/30/2017,26,25,1010.93,100,73,29,23,27,23,1014,1009,29,29.84, 
12/1/2017,25,24,1010.35,100,73,28,22,26,22,1012,1006,0.4,29.78,17.5
12/2/2017,26,22,1011.7,84,42,29,23,24,19,1014,1010,0,29.78,17.5
12/3/2017,26,22,1012.51,89,59,29,24,23,21,1014,1011,0,29.68,17.5
12/4/2017,26,22,1011.62,94,54,29,22,23,21,1013,1009,0,29.67,13.6
12/5/2017,26,23,1010.73,94,62,29,22,25,22,1013,1008,0,29.75,11.7
12/6/2017,26,23,1010.34,94,56,30,23,24,21,1013,1008,0,29.78,19.4
12/7/2017,26,23,1009.8,94,57,29,22,23,21,1012,1008,0,29.7,11.7
12/8/2017,26,21,1009.85,94,33,31,20,22,17,1012,1007,0,29.78, 
12/9/2017,26,22,1010.7,94,37,32,21,24,18,1013,1008,0,29.84, 
12/10/2017,26,22,1012.04,100,40,31,22,23,18,1014,1010,0,29.86, 
12/11/2017,26,23,1013.33,94,52,31,21,24,21,1016,1011,0,29.8, 
12/12/2017,26,24,1013.55,100,55,31,22,25,22,1016,1011,0,29.78,15.6
12/13/2017,26,23,1013.7,100,56,30,22,25,22,1016,1012,0,29.78,19.4
12/14/2017,26,23,1014.25,94,55,31,21,24,21,1016,1012,0,29.71,19.4
12/15/2017,26,24,1014.46,100,62,30,23,25,22,1017,1012,0,29.68,21.4
12/16/2017,27,22,1015.68,83,48,30,24,24,20,1018,1014,0,29.76,11.7
12/17/2017,26,20,1016.31,83,43,30,22,23,17,1019,1014,0,29.8,13.6
12/18/2017,26,20,1016.24,88,47,29,24,22,18,1019,1014,0,29.72, 
12/19/2017,24,20,1015.33,78,47,29,20,22,18,1017,1013,0,29.85, 
12/20/2017,25,20,1015.91,88,45,29,21,21,19,1018,1014,0,29.91, 
12/21/2017,24,22,1015.72,94,64,28,21,25,19,1018,1014,0,29.88, 
12/22/2017,25,22,1014.78,100,51,28,22,25,21,1017,1013,0,29.81, 
12/23/2017,26,22,1012.73,100,51,30,22,24,19,1015,1010,0,29.79, 
12/24/2017,25,21,1012.4,89,46,29,21,22,20,1015,1010,0,29.79,21.4
12/25/2017,24,22,1012.98,94,61,28,21,23,21,1015,1011,0,29.77, 
12/26/2017,24,22,1013.61,100,52,29,20,23,21,1015,1011,0,29.71,17.5
12/27/2017,24,19,1013.54,94,46,29,19,22,17,1016,1011,0,29.76, 
12/28/2017,24,18,1013.11,83,39,29,18,20,17,1016,1011,0,29.81,11.7
12/29/2017,25,21,1013.39,89,48,29,21,23,19,1015,1011,0,29.78,13.6
12/30/2017,25,22,1012.82,100,50,29,21,23,20,1015,1010,0,29.9, 
12/31/2017,26,21,1011.21,94,46,30,21,24,18,1014,1008,0,29.87, 
